show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,description_es
s2961,Movie,Justice,Richard Gabai,"Nathan Parsons, Jamie-Lynn Sigler, Ellen Hollman, John Lewis, Niko Foster, Quinton Aaron, Jackson Rathbone, Robert Carradine, Lesley-Anne Down, Stephen Lang",United States,"February 1, 2020",2017,R,92 min,Movies,"A U.S. Marshal arrives at a small town in Nevada, only to learn that his preacher brother is dead after standing up to the town's mayor and outlaws.","Un mariscal de los Estados Unidos llega a un pequeño pueblo de Nevada, solo para saber que su hermano predicador está muerto después de enfrentarse al alcalde y los forajidos de la ciudad."
s1288,Movie,Fate: The Winx Saga - The Afterparty,,"David Spade, London Hughes, Fortune Feimster, Abigail Cowen, Hannah Van Der Westhuysen, Precious Mustapha, Eliot Salt, Elisha Applebaum",United Kingdom,"February 20, 2021",2021,TV-14,36 min,"Comedies, Dramas","Stars of the fiery hit discuss the show's magic, play trivia and chow down on hot wings. Then, Taylor Tomlinson shares how she would use fairy powers.","Stars of the Fiery Hit discute la magia del programa, juega Trivia y Chow Down en Hot Wings.Entonces, Taylor Tomlinson comparte cómo usaría los poderes de hadas."
s5636,Movie,We Are Young. We Are Strong.,Burhan Qurbani,"Jonas Nay, Trang Le Hong, Devid Striesow, Joel Basman, Saskia Rosendahl, Paul Gäbler, David Schütter, Jakob Bieber, Swantje Kohlhof, Mai Duong Kieu",Germany,"January 15, 2017",2014,TV-MA,123 min,"Dramas, International Movies","In 1992, three radically different residents of Rostock, Germany, become entangled in a violent xenophobic riot that rocks the beleaguered city.","En 1992, tres residentes radicalmente diferentes de Rostock, Alemania, se enredan en un violento disturbios xenófobos que rockea a la ciudad asediada."
s7854,Movie,Remember,Atom Egoyan,"Christopher Plummer, Bruno Ganz, Jürgen Prochnow, Heinz Lieven, Henry Czerny, Dean Norris, Martin Landau","Canada, Mexico, Germany, South Africa","July 26, 2018",2015,R,95 min,"Action & Adventure, Dramas","Following the written instructions of his friend, senile Zev crosses the country to find and murder the Nazi who killed their families in Auschwitz.","Después de las instrucciones escritas de su amigo, Senile Zev cruza el país para encontrar y asesinar a los nazis que mataron a sus familias en Auschwitz."
s213,TV Show,Rebellion,,"Charlie Murphy, Ruth Bradley, Sarah Greene, Brian Gleeson, Michelle Fairley, Ian McElhinney, Michael Ford-FitzGerald, Paul Reid, Barry Ward, Tom Turner, Perdita Weeks, Andrew Simpson, Sophie Robinson",Ireland,"August 27, 2021",2016,TV-MA,2 Seasons,"International TV Shows, TV Dramas","As World War I rages, three women and their families in Dublin choose sides in the violent Easter Rising revolt against British rule.","A medida que se enfurece la Primera Guerra Mundial, tres mujeres y sus familias en Dublín eligen partes en la violenta revuelta de Pascua contra el dominio británico."
s7395,Movie,Mandobasar Galpo,Tathagata Banerjee,"Paoli Dam, Parambrata Chattopadhyay, Indrasish Roy, Koushik Sen, Biswajit Chakraborty",India,"April 1, 2018",2017,TV-14,103 min,"Dramas, International Movies, Romantic Movies","With the assistance of a psychiatrist, an acclaimed filmmaker struggles to come to terms with a mysterious romantic trauma.","Con la ayuda de un psiquiatra, un aclamado cineasta lucha por aceptar un misterioso trauma romántico."
s89,Movie,Blood Brothers: Malcolm X & Muhammad Ali,Marcus Clarke,"Malcolm X, Muhammad Ali",,"September 9, 2021",2021,PG-13,96 min,"Documentaries, Sports Movies","From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.","Desde una reunión casual hasta una trágica consecuencia, Malcolm X y Muhammad Ali, el vínculo extraordinario grietas bajo el peso de la desconfianza y los ideales cambiantes."
s1077,Movie,Shiva VS Autobots,Suhas Kadav,,,"April 13, 2021",2018,TV-Y7,80 min,Children & Family Movies,"When an evil enemy gains control of a gadget that sends vehicles destructively spinning out of control, kid superhero Shiva must stop the chaos!","Cuando un malvado enemigo gana el control de un dispositivo que envía vehículos que se salen de control destructivamente, ¡el superhéroe Kid Shiva debe detener el caos!"
s1841,TV Show,Someone Has to Die,Manolo Caro,"Carmen Maura, Cecilia Suárez, Ester Expósito, Ernesto Alterio, Alejandro Speitzer, Isaac Hernández, Carlos Cuevas, Mariola Fuentes, Pilar Castro, Juan Carlos Vellido, Eduardo Casanova, Manuel Morón, Javier Pereira","Mexico, Spain","October 16, 2020",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","In conservative 1950s Spain, the alleged relationship between a young man and a Mexican ballerino creates an uproar of harrowing consequences.","En la conservadora España de la década de 1950, la supuesta relación entre un joven y un bailarino mexicano crea un alboroto de consecuencias desgarradoras."
s6305,TV Show,"Big Dreams, Small Spaces",,Monty Don,United Kingdom," July 26, 2019",2017,TV-G,3 Seasons,"British TV Shows, International TV Shows, Reality TV",Writer and presenter Monty Don helps England's budding horticulturists plant and grow the gardens of their dreams.,El escritor y presentador Monty Don ayuda a los horticultores de Inglaterra a plantar y hacer crecer los jardines de sus sueños.
s1627,Movie,The Happytime Murders,Brian Henson,"Melissa McCarthy, Elizabeth Banks, Maya Rudolph, Bill Barretta, Leslie David Baker, Joel McHale, Dorien Davies, Cynthy Wu, Michael McDonald, Mitch Silpa","United States, China, Canada","December 1, 2020",2018,R,91 min,"Action & Adventure, Comedies","In an LA where puppets and humans coexist, a down-on-his-luck detective teams with his ex-partner to nab a killer targeting the cast of an old TV show.","En un LA donde coexisten los títeres y los humanos, un equipo de detectives con su ex pareja con su ex pareja para atrapar a un asesino dirigido al elenco de un antiguo programa de televisión."
s880,TV Show,Halston,Daniel Minahan,"Ewan McGregor, Bill Pullman, Rebecca Dayan, David Pittu, Krysta Rodriguez, Rory Culkin, Vera Farmiga, Gian Franco Rodriguez, Sullivan Jones, Kelly Bishop, Dilone, James Waterston, Jason Kravits, Mary Beth Peil",United States,"May 14, 2021",2021,TV-MA,1 Season,TV Dramas,His name built an empire. His style defined an era. American fashion designer Halston skyrockets to fame before his life starts to spin out of control.,Su nombre construyó un imperio.Su estilo definió una época.El diseñador de moda estadounidense Halston Skyrockets a la fama antes de que su vida comience a salir fuera de control.
s2007,TV Show,Buddi,,"Greta Jameson, Ralf Jameson, Clementine Laikin, Felix Laikin","United Kingdom, China","September 11, 2020",2020,TV-Y,2 Seasons,"British TV Shows, Kids' TV","The Buddis bounce, spin, glide — and giggle! — through their magical world, learning new things and sharing the joy of friendship.","Los Buddis rebotan, giran, planifican y se ríen!- A través de su mundo mágico, aprender cosas nuevas y compartir la alegría de la amistad."
s7324,Movie,Lo and Behold: Reveries of the Connected World,Werner Herzog,Werner Herzog,United States,"December 23, 2016",2016,PG-13,98 min,Documentaries,"Filmmaker Werner Herzog presents a history of the internet, starting with its birth in 1969, and ponders the joys and sorrows of its social influence.","El cineasta Werner Herzog presenta una historia de Internet, comenzando con su nacimiento en 1969, y reflexiona sobre las alegrías y penas de su influencia social."
s3066,TV Show,Messiah,,"Michelle Monaghan, Mehdi Dehbi, John Ortiz, Tomer Sisley, Melinda Page Hamilton, Stefania LaVie Owen, Sayyid El Alami, Jane Adams, Wil Traval, Fares Landoulsi",United States,"January 1, 2020",2020,TV-MA,1 Season,"TV Dramas, TV Thrillers",A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. A fictional story not based on true events.,Un oficial cauteloso de la CIA investiga a un hombre carismático que provoca un movimiento espiritual y agita los disturbios políticos.Una historia ficticia no basada en verdaderos eventos.
s7532,Movie,My Babysitter's a Vampire: The Movie,Bruce McDonald,"Matthew Knight, Vanessa Morgan, Atticus Mitchell, Cameron Kennedy, Kate Todd, Joe Dinicol, Ella Jonas Farlinger, Ari Cohen, Laura de Carteret, Hrant Alianak",Canada,"October 17, 2018",2010,TV-PG,80 min,"Children & Family Movies, Comedies","When their parents head out for the evening, Ethan and his little sister get the babysitter of their nightmares: a fledgling vampire named Sarah.","Cuando sus padres salen por la noche, Ethan y su hermana pequeña obtienen la niñera de sus pesadillas: un vampiro incipiente llamado Sarah."
s150,Movie,I Got the Hook Up,Michael Martin,"Master P, Anthony Johnson, Gretchen Palmer, Frantz Turner, Richard Keats, Joe Estevez, William Knight, Anthony Boswell, Tommy 'Tiny' Lister, Helen Martin, John Witherspoon, Mia X",United States,"September 1, 2021",1998,R,93 min,"Action & Adventure, Comedies","After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van.","Después de tener en sus manos un envío mal dirigido de teléfonos celulares, dos estafadores intentan sacar provecho de la mercancía desde la parte posterior de su camioneta."
s933,Movie,Green Zone,Paul Greengrass,"Matt Damon, Greg Kinnear, Brendan Gleeson, Amy Ryan, Khalid Abdalla, Jason Isaacs, Said Faraj, Michael O'Neill, Igal Naor, Raad Rawi","United Kingdom, France, Spain, United States","May 1, 2021",2010,R,115 min,Action & Adventure,"A US Army officer uncovers a conspiracy about weapons of mass destruction in Iraq, launching a crusade that creates enemies within his own military.","Un oficial del Ejército de EE. UU. Descubre una conspiración sobre las armas de destrucción masiva en Irak, lanzando una cruzada que crea enemigos dentro de su propio ejército."
s4514,Movie,Feminists: What Were They Thinking?,Johanna Demetrakas,,United States,"October 12, 2018",2018,TV-MA,86 min,"Documentaries, LGBTQ Movies","Revisiting 1970s photos of women that captured a feminist awakening, this film explores those women's lives and examines the continued need for change.","Al revisar las fotos de las mujeres de la década de 1970 que capturaron un despertar feminista, esta película explora la vida de esas mujeres y examina la continua necesidad de cambio."
s6709,Movie,Euphoria,Valeria Golino,"Riccardo Scamarcio, Valerio Mastandrea, Isabella Ferrari, Valentina Cervi, Jasmine Trinca, Andrea Germani, Marzia Ubaldi, Iaia Forte",Italy,"November 1, 2019",2018,R,110 min,"Dramas, International Movies, LGBTQ Movies","An entrepreneur prone to partying and his estranged brother, a teacher resigned to a humdrum life, begin to bond under fragile circumstances.","Un emprendedor propenso a la fiesta y su hermano separado, un maestro renunció a una vida rumoré, comenzó a unirse en circunstancias frágiles."
s5779,Movie,Umrika,Prashant Nair,"Suraj Sharma, Tony Revolori, Smita Tambe, Adil Hussain, Rajesh Tailang, Prateik Babbar, Pramod Pathak, Amit Sial, Sauraseni Maitra",India,"October 1, 2016",2015,TV-MA,96 min,"Dramas, Independent Movies, International Movies","An ambitious man leaves his small Indian village for America. But when his letters to home stop coming, his brother sets out on his own adventure.","Un hombre ambicioso deja su pequeño pueblo indio para Estados Unidos.Pero cuando sus cartas a casa dejan de llegar, su hermano se propone su propia aventura."
s6208,Movie,Back and Forth,José Eduardo Belmonte,"Ingrid Guimarães, Fábio Assunção, Alice Braga, Rosanne Mulholland, Caroline Abras, João Assunção",Brazil,"January 5, 2017",2016,NR,95 min,"Comedies, Dramas, International Movies","When their car breaks down en route to São Paulo, a father and son accept a ride from four beautiful telemarketers who are headed there on holiday.","Cuando su automóvil se rompe en el camino hacia São Paulo, un padre y un hijo aceptan un viaje de cuatro hermosos telemarketers que se dirigen allí de vacaciones."
s7678,Movie,Operator,Logan Kibens,"Martin Starr, Mae Whitman, Nat Faxon, Cameron Esposito, Retta, Christine Lahti, Kate Cobb, Kristopher Lofton, Tim Hopper, Trevor Dawkins",United States,"February 16, 2017",2016,TV-MA,91 min,"Comedies, Dramas, Independent Movies","When a programmer uses his wife's sympathetic voice for his company's customer service app, he starts to rely more on her idealized self than her.","Cuando un programador usa la voz comprensiva de su esposa para la aplicación de servicio al cliente de su empresa, comienza a confiar más en su ser idealizado que en ella."
s6152,Movie,An American Tail,Don Bluth,"Erica Yohn, Nehemiah Persoff, Amy Green, Phillip Glasser, Christopher Plummer, John Finnegan, Will Ryan, Hal Smith, Dom DeLuise, Madeline Kahn",United States,"April 1, 2018",1986,G,80 min,Children & Family Movies,"Fievel, a young Russian mouse, immigrates to America and must make his own way in the strange and sometimes perilous new world.","Fievel, un joven ratón ruso, emigra a Estados Unidos y debe abrirse camino en el extraño y a veces peligroso mundo."
s5034,Movie,FullMetal Alchemist,Fumihiko Sori,"Ryosuke Yamada, Tsubasa Honda, Dean Fujioka, Misako Renbutsu, Kanata Hongo, Shinji Uchiyama, Jun Kunimura, Yo Oizumi, Ryuta Sato, Fumiyo Kohinata, Yasuko Matsuyuki",Japan,"February 19, 2018",2017,TV-PG,134 min,"Action & Adventure, Dramas, International Movies","While alchemist Edward Elric searches for a way to restore his brother Al's body, the military government and mysterious monsters are watching closely.","Mientras el alquimista Edward Elric busca una forma de restaurar el cuerpo de su hermano Al, el gobierno militar y los misteriosos monstruos están observando de cerca."
s4587,Movie,Mugamoodi,Mysskin,"Jiiva, Pooja Hegde, Narain, Nasser, Girish Karnad, Anupama Kumar, Selvaah",India,"October 1, 2018",2012,TV-14,150 min,"Action & Adventure, International Movies",A martial arts specialist accidentally becomes a superhero when he steps in – in costume – to help the cops catch a criminal.,"Un especialista en artes marciales se convierte accidentalmente en un superhéroe cuando interviene, en disfraz, para ayudar a los policías a atrapar a un criminal."
